id_odsp,adv_stats,date,season,league,ht,at,fthg,ftag
WUs2y33i/,TRUE,2016-05-08,2016,Premier League,Tottenham,Southampton,1,2
zyKwAQxf/,TRUE,2016-05-08,2016,La Liga,Celta Vigo,Malaga,1,0
ptthNCrs/,TRUE,2016-05-10,2016,Premier League,West Ham,Manchester Utd,3,2
0Ee4xkmh/,TRUE,2016-05-11,2016,Premier League,Liverpool,Chelsea,1,1
ChBw4krJ/,TRUE,2016-05-11,2016,Premier League,Norwich City,Watford,4,2
QoU46y0I/,TRUE,2016-05-11,2016,Ligue 1,Bordeaux,Paris Saint-Germain,1,1
UgmLY6nH/,TRUE,2016-05-11,2016,Premier League,Sunderland,Everton,3,0
fNgomrEq/,TRUE,2016-05-13,2016,La Liga,Valencia,Real Sociedad,0,1
02gVwkLj/,TRUE,2016-05-14,2016,Ligue 1,Guingamp,Nice,2,3
0fkZy0p1/,TRUE,2016-05-14,2016,Bundesliga,Bayern Munich,Hannover 96,3,1
2NB4iupl/,TRUE,2016-05-14,2016,Bundesliga,Mainz,Hertha Berlin,0,0
4hoNhv6N/,TRUE,2016-05-14,2016,Serie A,Juventus,Sampdoria,5,0
4W7aqBcT/,TRUE,2016-05-14,2016,Ligue 1,AS Monaco,Montpellier,2,0
6aUUbjcG/,TRUE,2016-05-14,2016,Ligue 1,Stade de Reims,Lyon,4,1
6ax96WE4/,TRUE,2016-05-14,2016,La Liga,Athletic Bilbao,Sevilla,3,1
80C0hLUs/,TRUE,2016-05-14,2016,Bundesliga,TSG Hoffenheim,Schalke 04,1,4
APWPbNiE/,TRUE,2016-05-14,2016,Bundesliga,VfL Wolfsburg,VfB Stuttgart,3,1
AXzM0CS3/,TRUE,2016-05-14,2016,Ligue 1,Paris Saint-Germain,Nantes,4,0
GAyI1hDc/,TRUE,2016-05-14,2016,Ligue 1,Lorient,GFC Ajaccio,1,0
GU9nkVqU/,TRUE,2016-05-14,2016,La Liga,Atletico Madrid,Celta Vigo,2,0
hd4epirN/,TRUE,2016-05-14,2016,Ligue 1,Angers,Toulouse,2,3
lGVTcs7K/,TRUE,2016-05-14,2016,Bundesliga,FC Augsburg,Hamburg SV,1,3
M9wrzvFD/,TRUE,2016-05-14,2016,Bundesliga,Bayer Leverkusen,FC Ingolstadt 04,3,2
MBfRvV5p/,TRUE,2016-05-14,2016,Ligue 1,St Etienne,Lille,0,1
OzuQaWsA/,TRUE,2016-05-14,2016,Ligue 1,Caen,Bordeaux,1,0
ppl08hph/,TRUE,2016-05-14,2016,La Liga,Deportivo La Coruna,Real Madrid,0,2
Q1nJgKjH/,TRUE,2016-05-14,2016,Serie A,AC Milan,AS Roma,1,3
rJvvyKa7/,TRUE,2016-05-14,2016,Bundesliga,Borussia Dortmund,FC Cologne,2,2
rPibsORr/,TRUE,2016-05-14,2016,Ligue 1,Stade Rennes,Bastia,1,2
tEA8jaaf/,TRUE,2016-05-14,2016,Bundesliga,SV Darmstadt 98,Borussia Monchengladbach,0,2
UZhAetM4/,TRUE,2016-05-14,2016,Serie A,Napoli,Frosinone,4,0
Wtpd9YUo/,TRUE,2016-05-14,2016,La Liga,Granada,Barcelona,0,3
WvLYd1MQ/,TRUE,2016-05-14,2016,Bundesliga,Werder Bremen,Eintracht Frankfurt,1,0
xKxE2Yci/,TRUE,2016-05-14,2016,Ligue 1,Troyes,Marseille,1,1
zDg6dM6b/,TRUE,2016-05-14,2016,Serie A,Sassuolo,Internazionale,3,1
4KZEY0mA/,TRUE,2016-05-15,2016,Premier League,Everton,Norwich City,3,0
4rI1PdAd/,TRUE,2016-05-15,2016,Premier League,West Brom,Liverpool,1,1
8QiEf0yB/,TRUE,2016-05-15,2016,Serie A,Lazio,Fiorentina,2,4
ALt6zNIc/,TRUE,2016-05-15,2016,Premier League,Arsenal,Aston Villa,4,0
bFpRibLT/,TRUE,2016-05-15,2016,Serie A,Empoli,Torino,2,1
dIEgRIup/,TRUE,2016-05-15,2016,Premier League,Stoke City,West Ham,2,1
E3EuBLLi/,TRUE,2016-05-15,2016,Serie A,Palermo,Hellas Verona,3,2
EPuH4AqH/,TRUE,2016-05-15,2016,La Liga,Sporting Gijon,Villarreal,2,0
f9SRVbXS/,TRUE,2016-05-15,2016,Premier League,Southampton,Crystal Palace,4,1
hpWAZtY3/,TRUE,2016-05-15,2016,Premier League,Chelsea,Leicester City,1,1
IwdEpkho/,TRUE,2016-05-15,2016,La Liga,Real Betis,Getafe,2,1
juEcQxej/,TRUE,2016-05-15,2016,Premier League,Watford,Sunderland,2,2
KY6IjZ8e/,TRUE,2016-05-15,2016,Premier League,Swansea,Manchester City,1,1
M9k2c2ih/,TRUE,2016-05-15,2016,Serie A,Udinese,Carpi,1,2
S8w57Cab/,TRUE,2016-05-15,2016,La Liga,Espanyol,Eibar,4,2
xYXMWvIM/,TRUE,2016-05-15,2016,Premier League,Newcastle,Tottenham,5,1
Y7ygmITp/,TRUE,2016-05-15,2016,Serie A,Genoa,Atalanta,1,2
zDFyC16o/,TRUE,2016-05-15,2016,Serie A,Chievo Verona,Bologna,0,0
zJhkjBUN/,TRUE,2016-05-15,2016,La Liga,Malaga,Las Palmas,4,1
zZtD5jUA/,TRUE,2016-05-15,2016,La Liga,Rayo Vallecano,Levante,3,1
bsZIXK2G/,TRUE,2016-05-17,2016,Premier League,Manchester Utd,Bournemouth,3,1
pEqRMlnC/,TRUE,2016-05-19,2016,Bundesliga,Eintracht Frankfurt,Nurnberg,1,1
SxZVL81I/,TRUE,2016-05-23,2016,Bundesliga,Nurnberg,Eintracht Frankfurt,0,1
d4i30ksD/,TRUE,2016-08-12,2017,Ligue 1,Bastia,Paris Saint-Germain,0,1
OAqkOhZJ/,TRUE,2016-08-12,2017,Ligue 1,AS Monaco,Guingamp,2,2
21rgNClQ/,TRUE,2016-08-13,2017,Ligue 1,Caen,Lorient,3,2
4j0rLEUb/,TRUE,2016-08-13,2017,Premier League,Southampton,Watford,1,1
6Fbj3icf/,TRUE,2016-08-13,2017,Ligue 1,Montpellier,Angers,1,0
8rLLIWds/,TRUE,2016-08-13,2017,Ligue 1,Metz,Lille,3,2
bgczNz0n/,TRUE,2016-08-13,2017,Premier League,Manchester City,Sunderland,2,1
hGdvMfFh/,TRUE,2016-08-13,2017,Premier League,Middlesbrough,Stoke City,1,1
K2bWNGpt/,TRUE,2016-08-13,2017,Premier League,Hull,Leicester City,2,1
KSRP2XEU/,TRUE,2016-08-13,2017,Premier League,Everton,Tottenham,1,1
SOan4Xsl/,TRUE,2016-08-13,2017,Ligue 1,Bordeaux,St Etienne,3,2
txTL3DaO/,TRUE,2016-08-13,2017,Premier League,Crystal Palace,West Brom,0,1
YBPD5ZUB/,TRUE,2016-08-13,2017,Premier League,Burnley,Swansea,0,1
zej7a9dJ/,TRUE,2016-08-13,2017,Ligue 1,Dijon FCO,Nantes,0,1
02Tk5DSs/,TRUE,2016-08-14,2017,Ligue 1,AS Nancy Lorraine,Lyon,0,3
0xbf2BC0/,TRUE,2016-08-14,2017,Ligue 1,Nice,Stade Rennes,1,0
Cdy57e0a/,TRUE,2016-08-14,2017,Premier League,Arsenal,Liverpool,3,4
Eu2b1VR6/,TRUE,2016-08-14,2017,Ligue 1,Marseille,Toulouse,0,0
jmz96FF5/,TRUE,2016-08-14,2017,Premier League,Bournemouth,Manchester Utd,1,3
nFTH4gpI/,TRUE,2016-08-15,2017,Premier League,Chelsea,West Ham,2,1
A7HxFld6/,TRUE,2016-08-19,2017,Ligue 1,Lyon,Caen,2,0
hnLOsuIk/,TRUE,2016-08-19,2017,La Liga,Malaga,Osasuna,1,1
t81J3Mv9/,TRUE,2016-08-19,2017,La Liga,Deportivo La Coruna,Eibar,2,1
YViaHWTN/,TRUE,2016-08-19,2017,Premier League,Manchester Utd,Southampton,2,0
0dpVKvpP/,TRUE,2016-08-20,2017,Ligue 1,Stade Rennes,AS Nancy Lorraine,2,0
25WdGbht/,TRUE,2016-08-20,2017,Ligue 1,Nantes,AS Monaco,0,1
2sEodmEJ/,TRUE,2016-08-20,2017,Premier League,Swansea,Hull,0,2
6JMDzfUo/,TRUE,2016-08-20,2017,Premier League,Tottenham,Crystal Palace,1,0
AuBVBABn/,TRUE,2016-08-20,2017,Serie A,Juventus,Fiorentina,2,1
CWiEYXbb/,TRUE,2016-08-20,2017,Premier League,West Brom,Everton,1,2
ddDs98e5/,TRUE,2016-08-20,2017,Serie A,AS Roma,Udinese,4,0
dOJlCntP/,TRUE,2016-08-20,2017,Ligue 1,Angers,Nice,0,1
EuOTGARg/,TRUE,2016-08-20,2017,Ligue 1,Lorient,Bastia,0,3
fugeICEH/,TRUE,2016-08-20,2017,Premier League,Burnley,Liverpool,2,0
fXGO0KOR/,TRUE,2016-08-20,2017,La Liga,Sevilla,Espanyol,6,4
Gfs4GjqU/,TRUE,2016-08-20,2017,Premier League,Stoke City,Manchester City,1,4
hWMXFUt0/,TRUE,2016-08-20,2017,Ligue 1,Lille,Dijon FCO,1,0
MJIG2tfF/,TRUE,2016-08-20,2017,La Liga,Granada,Villarreal,1,1
pALHZDqh/,TRUE,2016-08-20,2017,Premier League,Watford,Chelsea,1,2
Q5liJhaB/,TRUE,2016-08-20,2017,Premier League,Leicester City,Arsenal,0,0
rLFpDSQI/,TRUE,2016-08-20,2017,Ligue 1,Toulouse,Bordeaux,4,1
Wh8jdvXr/,TRUE,2016-08-20,2017,La Liga,Barcelona,Real Betis,6,2
2H2F42P2/,TRUE,2016-08-21,2017,La Liga,Atletico Madrid,Alaves,1,1
AVV0FI7n/,TRUE,2016-08-21,2017,Ligue 1,Guingamp,Marseille,2,1
bL9b5QfU/,TRUE,2016-08-21,2017,Serie A,Empoli,Sampdoria,0,1
EHceebnk/,TRUE,2016-08-21,2017,La Liga,Real Sociedad,Real Madrid,0,3
EX7n8SAB/,TRUE,2016-08-21,2017,Serie A,Chievo Verona,Internazionale,2,0
hGYVBAio/,TRUE,2016-08-21,2017,Premier League,Sunderland,Middlesbrough,1,2
hO6j7nQH/,TRUE,2016-08-21,2017,Serie A,Bologna,Crotone,1,0
I5EwAlta/,TRUE,2016-08-21,2017,Serie A,US Pescara,Napoli,2,2
jNjIXiE4/,TRUE,2016-08-21,2017,Premier League,West Ham,Bournemouth,1,0
KIOPHjCm/,TRUE,2016-08-21,2017,Ligue 1,St Etienne,Montpellier,3,1
lbGtE8BC/,TRUE,2016-08-21,2017,Ligue 1,Paris Saint-Germain,Metz,3,0
lEEXuJn2/,TRUE,2016-08-21,2017,La Liga,Sporting Gijon,Athletic Bilbao,2,1
no6f66uO/,TRUE,2016-08-21,2017,Serie A,Atalanta,Lazio,3,4
OrFZAUQh/,TRUE,2016-08-21,2017,Serie A,Genoa,Cagliari,3,1
Q7ZbHWmP/,TRUE,2016-08-21,2017,Serie A,Palermo,Sassuolo,0,1
SGLQCjdt/,TRUE,2016-08-21,2017,Serie A,AC Milan,Torino,3,2
0AHK109L/,TRUE,2016-08-22,2017,La Liga,Valencia,Las Palmas,2,4
zBATtaXe/,TRUE,2016-08-22,2017,La Liga,Celta Vigo,Leganes,0,1
fi7O1FRB/,TRUE,2016-08-26,2017,La Liga,Real Betis,Deportivo La Coruna,0,0
QBF75cSn/,TRUE,2016-08-26,2017,La Liga,Espanyol,Malaga,2,2
Qesux5oK/,TRUE,2016-08-26,2017,Bundesliga,Bayern Munich,Werder Bremen,6,0
zwHQ9EyO/,TRUE,2016-08-26,2017,Ligue 1,Marseille,Lorient,2,0
0UokmGCI/,TRUE,2016-08-27,2017,La Liga,Real Madrid,Celta Vigo,2,1
67noldcC/,TRUE,2016-08-27,2017,La Liga,Osasuna,Real Sociedad,0,2
bmfQVVrH/,TRUE,2016-08-27,2017,Premier League,Crystal Palace,Bournemouth,1,1
ETFU8YjU/,TRUE,2016-08-27,2017,Ligue 1,Dijon FCO,Lyon,4,2
EXkgnzSO/,TRUE,2016-08-27,2017,La Liga,Leganes,Atletico Madrid,0,0
GpIke7TP/,TRUE,2016-08-27,2017,Premier League,Leicester City,Swansea,2,1
I1MLAfMH/,TRUE,2016-08-27,2017,Ligue 1,Nice,Lille,1,1
IoG36wDt/,TRUE,2016-08-27,2017,La Liga,Eibar,Valencia,1,0
Iy7bDNSk/,TRUE,2016-08-27,2017,Premier League,Hull,Manchester Utd,0,1
KbjkFsv7/,TRUE,2016-08-27,2017,Bundesliga,FC Cologne,SV Darmstadt 98,2,0
l6Qrx7Pi/,TRUE,2016-08-27,2017,Serie A,Lazio,Juventus,0,1
lMU4ExNh/,TRUE,2016-08-27,2017,Ligue 1,AS Nancy Lorraine,Guingamp,0,2
lzAwTyxn/,TRUE,2016-08-27,2017,Ligue 1,Caen,Bastia,2,0
MaYdE3Xp/,TRUE,2016-08-27,2017,Serie A,Napoli,AC Milan,4,2
n5rywoWD/,TRUE,2016-08-27,2017,Bundesliga,Hamburg SV,FC Ingolstadt 04,1,1
ppjMWBTA/,TRUE,2016-08-27,2017,Premier League,Chelsea,Burnley,3,0
ptOBWr9s/,TRUE,2016-08-27,2017,Bundesliga,Borussia Dortmund,Mainz,2,1
Q1A6B1c2/,TRUE,2016-08-27,2017,Premier League,Southampton,Sunderland,1,1
rXypyP0Q/,TRUE,2016-08-27,2017,Bundesliga,FC Augsburg,VfL Wolfsburg,0,2
tAviJDG8/,TRUE,2016-08-27,2017,Premier League,Watford,Arsenal,1,3
UZzmKg12/,TRUE,2016-08-27,2017,Premier League,Tottenham,Liverpool,1,1
vBNHBz7B/,TRUE,2016-08-27,2017,Ligue 1,Montpellier,Stade Rennes,1,1
vo8fE3Dq/,TRUE,2016-08-27,2017,Premier League,Everton,Stoke City,1,0
WbarSeih/,TRUE,2016-08-27,2017,Ligue 1,Metz,Angers,2,0
xz1pGNO0/,TRUE,2016-08-27,2017,Bundesliga,Borussia Monchengladbach,Bayer Leverkusen,2,1
Y1fgE1gD/,TRUE,2016-08-27,2017,Bundesliga,Eintracht Frankfurt,Schalke 04,1,0
0lWTK5fH/,TRUE,2016-08-28,2017,Serie A,Cagliari,AS Roma,2,2
0U7K2eC5/,TRUE,2016-08-28,2017,La Liga,Villarreal,Sevilla,0,0
42EB4Hsg/,TRUE,2016-08-28,2017,La Liga,Alaves,Sporting Gijon,0,0
6RWPLouB/,TRUE,2016-08-28,2017,Serie A,Torino,Bologna,5,1
AawHN7Ab/,TRUE,2016-08-28,2017,Serie A,Internazionale,Palermo,1,1
bq2tH39f/,TRUE,2016-08-28,2017,Bundesliga,Hertha Berlin,SC Freiburg,2,1
GxUyBJ4P/,TRUE,2016-08-28,2017,La Liga,Las Palmas,Granada,5,1
hOSLMRP4/,TRUE,2016-08-28,2017,Serie A,Sassuolo,US Pescara,2,1
jJ2xIqfl/,TRUE,2016-08-28,2017,Bundesliga,TSG Hoffenheim,RB Leipzig,2,2
jkizUHMu/,TRUE,2016-08-28,2017,Ligue 1,AS Monaco,Paris Saint-Germain,3,1
KjnVIqPT/,TRUE,2016-08-28,2017,Serie A,Udinese,Empoli,2,0
nBB2Csrd/,TRUE,2016-08-28,2017,Premier League,Manchester City,West Ham,3,1
nR3G3yca/,TRUE,2016-08-28,2017,La Liga,Athletic Bilbao,Barcelona,0,1
plODCGi5/,TRUE,2016-08-28,2017,Ligue 1,Bordeaux,Nantes,1,0
vuVXJP9N/,TRUE,2016-08-28,2017,Serie A,Sampdoria,Atalanta,2,1
WpK9Ddxa/,TRUE,2016-08-28,2017,Ligue 1,St Etienne,Toulouse,0,0
WUFmyRvb/,TRUE,2016-08-28,2017,Serie A,Crotone,Genoa,1,3
z3MvwmAo/,TRUE,2016-08-28,2017,Serie A,Fiorentina,Chievo Verona,1,0
zXweIXVE/,TRUE,2016-08-28,2017,Premier League,West Brom,Middlesbrough,0,0
0viaODjH/,TRUE,2016-09-09,2017,Ligue 1,Paris Saint-Germain,St Etienne,1,1
K4c7wbOu/,TRUE,2016-09-09,2017,La Liga,Real Sociedad,Espanyol,1,1
v3NFV2Om/,TRUE,2016-09-09,2017,Bundesliga,Schalke 04,Bayern Munich,0,2
2mBn8m87/,TRUE,2016-09-10,2017,Premier League,Stoke City,Tottenham,0,4
4KkG7eXR/,TRUE,2016-09-10,2017,Serie A,Palermo,Napoli,0,3
6wJW55zj/,TRUE,2016-09-10,2017,Ligue 1,Angers,Dijon FCO,3,1
8pbYVj0E/,TRUE,2016-09-10,2017,Premier League,West Ham,Watford,2,4
8YBIkOFJ/,TRUE,2016-09-10,2017,Bundesliga,Bayer Leverkusen,Hamburg SV,3,1
AkbnRF6b/,TRUE,2016-09-10,2017,Ligue 1,Lorient,AS Nancy Lorraine,0,2
Aw2dLG8B/,TRUE,2016-09-10,2017,La Liga,Real Madrid,Osasuna,5,2
b3URS086/,TRUE,2016-09-10,2017,Bundesliga,VfL Wolfsburg,FC Cologne,0,0
bedBxIwn/,TRUE,2016-09-10,2017,La Liga,Barcelona,Alaves,1,2
CGJS6oLq/,TRUE,2016-09-10,2017,Ligue 1,Bastia,Toulouse,2,1
df48IEhU/,TRUE,2016-09-10,2017,La Liga,Sevilla,Las Palmas,2,1
ENxaHioL/,TRUE,2016-09-10,2017,Premier League,Bournemouth,West Brom,1,0
hIeFyxgh/,TRUE,2016-09-10,2017,La Liga,Celta Vigo,Atletico Madrid,0,4
IZLJRnc9/,TRUE,2016-09-10,2017,Ligue 1,Lyon,Bordeaux,1,3
KCVNTtg0/,TRUE,2016-09-10,2017,Bundesliga,SC Freiburg,Borussia Monchengladbach,3,1
lpkOZFN4/,TRUE,2016-09-10,2017,La Liga,Malaga,Villarreal,0,2
MyGMlrVP/,TRUE,2016-09-10,2017,Bundesliga,RB Leipzig,Borussia Dortmund,1,0
OCMFSSs3/,TRUE,2016-09-10,2017,Ligue 1,Guingamp,Montpellier,1,1
OdCr9Th1/,TRUE,2016-09-10,2017,Premier League,Middlesbrough,Crystal Palace,1,2
SUIZAkOl/,TRUE,2016-09-10,2017,Premier League,Liverpool,Leicester City,4,1
SxZVRKNC/,TRUE,2016-09-10,2017,Bundesliga,SV Darmstadt 98,Eintracht Frankfurt,1,0
tYMwA9we/,TRUE,2016-09-10,2017,Premier League,Manchester Utd,Manchester City,1,2
U1c3Acm9/,TRUE,2016-09-10,2017,Serie A,Juventus,Sassuolo,3,1
vH2lp2ws/,TRUE,2016-09-10,2017,Bundesliga,FC Ingolstadt 04,Hertha Berlin,0,2
vP2jQZL4/,TRUE,2016-09-10,2017,Ligue 1,Lille,AS Monaco,1,4
WbX3GB0R/,TRUE,2016-09-10,2017,Premier League,Arsenal,Southampton,2,1
Y7JVBV8r/,TRUE,2016-09-10,2017,Premier League,Burnley,Hull,1,1
6LaJzd8b/,TRUE,2016-09-11,2017,La Liga,Sporting Gijon,Leganes,2,1
6TXZQvwJ/,TRUE,2016-09-11,2017,Bundesliga,Mainz,TSG Hoffenheim,4,4
dCsr3Fuq/,TRUE,2016-09-11,2017,Serie A,AS Roma,Sampdoria,3,2
I354JfwO/,TRUE,2016-09-11,2017,La Liga,Deportivo La Coruna,Athletic Bilbao,0,1
IF1fPgyB/,TRUE,2016-09-11,2017,Ligue 1,Nice,Marseille,3,2
MeMtOGH8/,TRUE,2016-09-11,2017,Serie A,US Pescara,Internazionale,1,2
MRfIjRys/,TRUE,2016-09-11,2017,Premier League,Swansea,Chelsea,2,2
Ot60KzOH/,TRUE,2016-09-11,2017,La Liga,Granada,Eibar,1,2
pMNBT8Sd/,TRUE,2016-09-11,2017,Ligue 1,Nantes,Metz,0,3
pUHz5Pkd/,TRUE,2016-09-11,2017,Ligue 1,Stade Rennes,Caen,2,0
QTjC8yIL/,TRUE,2016-09-11,2017,Serie A,Atalanta,Torino,2,1
r5179H2F/,TRUE,2016-09-11,2017,Serie A,Bologna,Cagliari,2,1
r5NxPd22/,TRUE,2016-09-11,2017,Serie A,AC Milan,Udinese,0,1
SECiMdg5/,TRUE,2016-09-11,2017,La Liga,Valencia,Real Betis,2,3
U1Zf0DP1/,TRUE,2016-09-11,2017,Serie A,Chievo Verona,Lazio,1,1
xltJUMwf/,TRUE,2016-09-11,2017,Bundesliga,Werder Bremen,FC Augsburg,1,2
IRVj1gAe/,TRUE,2016-09-12,2017,Serie A,Empoli,Crotone,2,1
UgaUWWp8/,TRUE,2016-09-12,2017,Premier League,Sunderland,Everton,0,3
j9mwVAFK/,TRUE,2016-09-16,2017,Premier League,Chelsea,Liverpool,1,2
jT3exMf9/,TRUE,2016-09-16,2017,Serie A,Sampdoria,AC Milan,0,1
S4u2vQtF/,TRUE,2016-09-16,2017,Ligue 1,Caen,Paris Saint-Germain,0,6
WWGctKx6/,TRUE,2016-09-16,2017,Bundesliga,FC Cologne,SC Freiburg,3,0
YZFaGRMq/,TRUE,2016-09-16,2017,La Liga,Real Betis,Granada,2,2
0rwDO8hl/,TRUE,2016-09-17,2017,Premier League,Hull,Arsenal,1,4
ATpcu6R8/,TRUE,2016-09-17,2017,Ligue 1,AS Monaco,Stade Rennes,3,0
bJIkrt8g/,TRUE,2016-09-17,2017,Bundesliga,TSG Hoffenheim,VfL Wolfsburg,0,0
d64iw2u3/,TRUE,2016-09-17,2017,Serie A,Lazio,US Pescara,3,0
dAWLMnN0/,TRUE,2016-09-17,2017,Premier League,Manchester City,Bournemouth,4,0
Gb54Foxj/,TRUE,2016-09-17,2017,La Liga,Atletico Madrid,Sporting Gijon,5,0
Gfk3zmEF/,TRUE,2016-09-17,2017,La Liga,Eibar,Sevilla,1,1
hhEWOpsS/,TRUE,2016-09-17,2017,Ligue 1,Lorient,Lille,1,0
hvRHoFEo/,TRUE,2016-09-17,2017,Bundesliga,Hamburg SV,RB Leipzig,0,4
IcjnSyX1/,TRUE,2016-09-17,2017,Serie A,Napoli,Bologna,3,1
IJXHNS7f/,TRUE,2016-09-17,2017,Premier League,Leicester City,Burnley,3,0
IZcBH2Z1/,TRUE,2016-09-17,2017,Ligue 1,Dijon FCO,Metz,0,0
jNSBqAUD/,TRUE,2016-09-17,2017,Premier League,West Brom,West Ham,4,2
Miv9Plwr/,TRUE,2016-09-17,2017,Premier League,Everton,Middlesbrough,3,1
pp6bK4kq/,TRUE,2016-09-17,2017,Ligue 1,Bordeaux,Angers,0,1
pzL1uvhC/,TRUE,2016-09-17,2017,Bundesliga,Bayern Munich,FC Ingolstadt 04,3,1
SbA6vb7I/,TRUE,2016-09-17,2017,Bundesliga,Borussia Dortmund,SV Darmstadt 98,6,0
SY88E5id/,TRUE,2016-09-17,2017,La Liga,Leganes,Barcelona,1,5
SzlSYZxB/,TRUE,2016-09-17,2017,La Liga,Las Palmas,Malaga,1,0
WUPLpZTi/,TRUE,2016-09-17,2017,Bundesliga,Eintracht Frankfurt,Bayer Leverkusen,2,1
WxngtnC2/,TRUE,2016-09-17,2017,Ligue 1,Toulouse,Guingamp,2,1
WxQNQ6CF/,TRUE,2016-09-17,2017,Ligue 1,AS Nancy Lorraine,Nantes,1,1
xAHgs0Na/,TRUE,2016-09-17,2017,Bundesliga,Borussia Monchengladbach,Werder Bremen,4,1
0IgMkoim/,TRUE,2016-09-18,2017,Premier League,Southampton,Swansea,1,0
4CisUUUQ/,TRUE,2016-09-18,2017,Premier League,Crystal Palace,Stoke City,4,1
4fnrTHHe/,TRUE,2016-09-18,2017,Serie A,Internazionale,Juventus,2,1
4OXZMVyo/,TRUE,2016-09-18,2017,Bundesliga,FC Augsburg,Mainz,1,3
4W7aytAF/,TRUE,2016-09-18,2017,Serie A,Crotone,Palermo,1,1
6af7IrKe/,TRUE,2016-09-18,2017,Ligue 1,Marseille,Lyon,0,0
AHl7Z6TL/,TRUE,2016-09-18,2017,La Liga,Villarreal,Real Sociedad,2,1
E1FSPQRL/,TRUE,2016-09-18,2017,Ligue 1,St Etienne,Bastia,1,0
I71hqMhm/,TRUE,2016-09-18,2017,Bundesliga,Hertha Berlin,Schalke 04,2,0
IF5mvrQd/,TRUE,2016-09-18,2017,Serie A,Sassuolo,Genoa,2,0
jXVPL6x7/,TRUE,2016-09-18,2017,Premier League,Tottenham,Sunderland,1,0
KSefx9q3/,TRUE,2016-09-18,2017,La Liga,Osasuna,Celta Vigo,0,0
lIlTKQiD/,TRUE,2016-09-18,2017,Premier League,Watford,Manchester Utd,3,1
MVdwUc2k/,TRUE,2016-09-18,2017,Serie A,Fiorentina,AS Roma,1,0
nec4z0PL/,TRUE,2016-09-18,2017,Serie A,Torino,Empoli,0,0
Oz52JO4k/,TRUE,2016-09-18,2017,Ligue 1,Montpellier,Nice,1,1
Qod8ZJvS/,TRUE,2016-09-18,2017,Serie A,Udinese,Chievo Verona,1,2
rubZUwmq/,TRUE,2016-09-18,2017,Serie A,Cagliari,Atalanta,3,0
txcjwkUd/,TRUE,2016-09-18,2017,La Liga,Espanyol,Real Madrid,0,2
x4jayTb9/,TRUE,2016-09-18,2017,La Liga,Athletic Bilbao,Valencia,2,1
dAhWXghH/,TRUE,2016-09-19,2017,La Liga,Alaves,Deportivo La Coruna,0,0
4lVx6iF6/,TRUE,2016-09-20,2017,Serie A,AC Milan,Lazio,2,0
6ev6wpdL/,TRUE,2016-09-20,2017,Ligue 1,Lille,Toulouse,1,2
8hUsT46k/,TRUE,2016-09-20,2017,La Liga,Sevilla,Real Betis,1,0
bsHxsiTG/,TRUE,2016-09-20,2017,Bundesliga,SV Darmstadt 98,TSG Hoffenheim,1,1
K2KtXsZl/,TRUE,2016-09-20,2017,Ligue 1,Paris Saint-Germain,Dijon FCO,3,0
KjIYsXDA/,TRUE,2016-09-20,2017,Bundesliga,SC Freiburg,Hamburg SV,1,0
QTIUrDb4/,TRUE,2016-09-20,2017,Bundesliga,FC Ingolstadt 04,Eintracht Frankfurt,0,2
Sdu0bhbi/,TRUE,2016-09-20,2017,Bundesliga,VfL Wolfsburg,Borussia Dortmund,1,5
UuOqmQcL/,TRUE,2016-09-20,2017,La Liga,Malaga,Eibar,2,1
0IwAx4BR/,TRUE,2016-09-21,2017,Ligue 1,Nice,AS Monaco,4,0
8MyU7Dpf/,TRUE,2016-09-21,2017,Serie A,Empoli,Internazionale,0,2
b9Z0A66h/,TRUE,2016-09-21,2017,Serie A,Juventus,Cagliari,4,0
bBUt5BUC/,TRUE,2016-09-21,2017,Serie A,US Pescara,Torino,0,0
bgJpW1le/,TRUE,2016-09-21,2017,Ligue 1,Bastia,AS Nancy Lorraine,0,0
CEYp4VqJ/,TRUE,2016-09-21,2017,Serie A,Genoa,Napoli,0,0
ChygCSyt/,TRUE,2016-09-21,2017,Serie A,AS Roma,Crotone,4,0
ClcDzk6p/,TRUE,2016-09-21,2017,Bundesliga,Bayern Munich,Hertha Berlin,3,0
EgFQqgqb/,TRUE,2016-09-21,2017,Bundesliga,Schalke 04,FC Cologne,1,3
f9AouVcT/,TRUE,2016-09-21,2017,Bundesliga,Bayer Leverkusen,FC Augsburg,0,0
GIBstBrN/,TRUE,2016-09-21,2017,Bundesliga,RB Leipzig,Borussia Monchengladbach,1,1
hUXmVL31/,TRUE,2016-09-21,2017,Ligue 1,Angers,Caen,2,1
jkPul6rF/,TRUE,2016-09-21,2017,La Liga,Granada,Athletic Bilbao,1,2
jqzcBnin/,TRUE,2016-09-21,2017,Serie A,Udinese,Fiorentina,2,2
KON98py5/,TRUE,2016-09-21,2017,Serie A,Chievo Verona,Sassuolo,2,1
nHIlnpDR/,TRUE,2016-09-21,2017,La Liga,Barcelona,Atletico Madrid,1,1
nTEvhqBE/,TRUE,2016-09-21,2017,Ligue 1,Guingamp,Lorient,1,0
QcWY6Xa0/,TRUE,2016-09-21,2017,Serie A,Atalanta,Palermo,0,1
Qi1HZ8Lj/,TRUE,2016-09-21,2017,Bundesliga,Werder Bremen,Mainz,1,2
